creator_id,join_date,region,category,partner_tier,first_half_views,second_half_views,active_months,support_cases,avg_resolution_hours,view_growth_pct
CR0041,2023-12-16,US & Canada,Education,Emerging,13402.5,19358.666666666668,11,1,36.4,44.44071379717715
CR0042,2024-01-23,Mexico,Gaming,Emerging,13754.333333333334,13665.333333333334,12,0,,-0.6470688025591934
CR0043,2022-08-24,US & Canada,Education,Growth,99562.16666666667,88337.16666666667,12,1,16.2,-11.274362918980268
CR0044,2023-05-20,US & Canada,Music,Emerging,13040.0,18775.0,9,2,10.5,43.98006134969325
CR0045,2023-03-18,Brazil,Lifestyle,Growth,70410.33333333333,103557.83333333333,11,0,,47.07760698003608
CR0046,2022-08-05,Mexico,Music,Established,352586.0,468324.0,12,1,8.9,32.82546669465039
CR0047,2024-06-08,US & Canada,Music,Emerging,10579.5,12802.666666666666,9,3,8.266666666666666,21.013910550278048
CR0048,2022-03-01,Mexico,Gaming,Emerging,17062.166666666668,23186.666666666668,11,3,9.299999999999999,35.89520674396569
CR0049,2024-06-15,US & Canada,Music,Emerging,23101.0,26186.333333333332,12,4,11.325,13.355843181391855
CR0050,2024-03-07,US & Canada,Gaming,Emerging,11822.0,20455.666666666668,9,2,11.55,73.03050809225738
CR0051,2024-03-14,US & Canada,Education,Growth,84766.33333333333,112716.5,11,3,18.366666666666667,32.973192973625544
CR0052,2022-05-23,US & Canada,Education,Emerging,11856.333333333334,19400.166666666668,10,4,33.333333333333336,63.62703477747477
CR0053,2022-06-29,Mexico,Gaming,Emerging,14978.166666666666,23714.666666666668,11,1,25.6,58.3282333173842
CR0054,2023-09-03,US & Canada,Gaming,Growth,102383.33333333333,104655.66666666667,12,1,15.4,2.219436757284724
CR0055,2023-12-02,Brazil,Entertainment,Growth,116335.5,112258.5,12,0,,-3.5045192568046724
CR0056,2024-12-07,US & Canada,Education,Emerging,17356.666666666668,18929.0,8,1,8.0,9.058959093527935
CR0057,2023-12-06,Brazil,Gaming,Established,218415.33333333334,207268.5,11,2,11.5,-5.1035031118083936
CR0058,2022-12-30,US & Canada,Entertainment,Growth,48222.333333333336,45919.833333333336,10,1,10.0,-4.774758583505568
CR0059,2024-10-05,US & Canada,Lifestyle,Growth,54116.666666666664,59414.666666666664,12,4,23.549999999999997,9.78995996304281
CR0060,2024-02-01,US & Canada,Entertainment,Growth,41764.5,60739.0,10,0,,45.432125369632104
CR0061,2022-04-07,Mexico,Music,Emerging,14793.833333333334,27800.833333333332,10,3,12.833333333333334,87.92176920563747
CR0062,2022-12-25,US & Canada,Education,Growth,201041.0,242177.5,12,4,9.55,20.461746608900672
CR0063,2024-06-16,US & Canada,Education,Growth,76347.66666666667,70700.16666666667,11,1,2.7,-7.397082643870364
CR0064,2022-01-27,Mexico,Gaming,Emerging,19478.5,25275.333333333332,11,5,6.425000000000001,29.760162914666594
CR0065,2022-05-03,US & Canada,Entertainment,Established,157799.83333333334,108090.83333333333,11,5,18.32,-31.501300698458707
CR0066,2022-08-22,US & Canada,Music,Emerging,23509.0,16053.0,11,5,16.759999999999998,-31.715513207707684
CR0067,2022-09-02,US & Canada,Lifestyle,Growth,48428.5,68624.5,12,2,19.450000000000003,41.70271637568787
CR0068,2022-11-26,Other LATAM,Entertainment,Growth,46027.166666666664,50435.666666666664,7,0,,9.578039056644085
CR0069,2024-05-30,US & Canada,Entertainment,Growth,103248.5,124411.5,10,4,7.525,20.497150079662173
CR0070,2024-06-12,Brazil,Music,Growth,66868.66666666667,118779.66666666667,9,0,,77.63127722999312
CR0071,2023-04-20,US & Canada,Entertainment,Emerging,12502.666666666666,11918.333333333334,10,2,5.0,-4.673669617148332
CR0072,2023-05-31,Mexico,Entertainment,Growth,119326.33333333333,167169.66666666666,12,1,16.5,40.09453068476084
CR0073,2024-04-12,US & Canada,Lifestyle,Emerging,12729.5,10168.333333333334,9,2,7.1,-20.11993139295861
CR0074,2022-01-17,US & Canada,Music,Growth,62737.5,74810.66666666667,12,3,8.366666666666665,19.243939695822547
CR0075,2024-11-03,US & Canada,Entertainment,Emerging,16044.0,17210.666666666668,9,7,10.614285714285714,7.271669575334504
CR0076,2022-11-30,US & Canada,Entertainment,Emerging,24684.166666666668,21541.5,9,3,5.3999999999999995,-12.731508051720066
CR0077,2023-11-26,Other LATAM,Entertainment,Growth,135918.16666666666,146474.16666666666,12,2,24.849999999999998,7.766437893389283
CR0078,2024-06-29,Mexico,Music,Growth,44491.5,55604.0,11,7,10.200000000000001,24.976680939055775
CR0079,2023-05-23,US & Canada,Gaming,Emerging,15185.666666666666,16148.5,10,2,21.1,6.340408718747946
CR0080,2023-09-05,US & Canada,Gaming,Growth,150556.16666666666,165683.66666666666,10,2,10.25,10.047745193654196
CR0081,2022-12-13,US & Canada,Gaming,Growth,166558.83333333334,155165.66666666666,12,1,10.6,-6.840325690721909
CR0082,2022-04-02,US & Canada,Entertainment,Established,322885.1666666667,255927.83333333334,12,0,,-20.737197073675834
CR0083,2022-04-17,Mexico,Lifestyle,Established,180147.66666666666,216773.66666666666,12,2,13.0,20.331098746768856
CR0084,2022-03-06,Mexico,Entertainment,Growth,93178.16666666667,111540.0,12,4,14.875,19.70615433873099
CR0085,2024-03-02,Mexico,Entertainment,Emerging,35056.666666666664,45906.833333333336,11,2,10.1,30.950366073975484
CR0086,2023-02-23,US & Canada,Entertainment,Growth,114157.16666666667,96961.5,11,1,5.8,-15.063151240322192
CR0087,2024-01-01,US & Canada,Entertainment,Growth,44260.5,77871.83333333333,11,2,14.85,75.93979582999137
CR0088,2023-08-05,Mexico,Entertainment,Growth,125682.0,168486.16666666666,11,1,44.4,34.05751552860924
CR0089,2022-01-19,US & Canada,Music,Emerging,43085.5,20115.5,9,4,9.525,-53.312599366376155
CR0090,2024-06-06,US & Canada,Education,Emerging,7877.666666666667,10144.5,11,3,8.166666666666666,28.77544112046714
CR0091,2024-04-22,US & Canada,Education,Growth,187104.83333333334,147253.33333333334,9,4,15.625,-21.299022205911303
CR0092,2023-12-23,US & Canada,Lifestyle,Growth,135452.83333333334,183414.0,10,4,16.099999999999998,35.40802025797417
CR0093,2024-03-25,Mexico,Education,Established,254839.83333333334,213933.0,12,0,,-16.051977745498974
CR0094,2023-03-30,US & Canada,Education,Emerging,11684.166666666666,9947.166666666666,9,4,13.1,-14.866272020540618
CR0095,2022-03-17,US & Canada,Lifestyle,Emerging,34621.5,34555.0,9,3,12.566666666666668,-0.1920771774764236
CR0096,2024-11-04,US & Canada,Gaming,Established,261664.33333333334,332371.0,12,2,14.75,27.021897010546585
CR0097,2024-12-30,US & Canada,Music,Established,255862.0,173307.5,11,1,8.3,-32.26524454588802
CR0098,2022-11-14,Mexico,Music,Growth,29862.166666666668,35431.333333333336,11,1,11.4,18.64957331740832
CR0099,2023-11-28,Brazil,Lifestyle,Growth,71007.16666666667,163098.66666666666,10,1,21.4,129.69324692577976
CR0100,2023-06-04,US & Canada,Gaming,Established,116492.16666666667,106053.0,12,1,3.5,-8.96126062839705
CR0101,2024-06-21,Brazil,Lifestyle,Emerging,16695.5,18742.666666666668,11,3,21.066666666666666,12.261787108302643
CR0102,2023-12-13,US & Canada,Education,Emerging,7488.666666666667,16790.0,8,6,8.966666666666667,124.20546603756786
CR0103,2022-01-21,US & Canada,Lifestyle,Emerging,4565.166666666667,6406.166666666667,9,4,19.575,40.32711474571939
CR0104,2023-07-14,US & Canada,Entertainment,Established,836392.0,683584.5,10,0,,-18.269842370563087
CR0105,2024-03-28,Brazil,Gaming,Emerging,8906.833333333334,9401.5,9,0,,5.553788289889778
CR0106,2024-02-03,Brazil,Lifestyle,Growth,65940.16666666667,91078.66666666667,12,4,6.65,38.123197545249354
CR0107,2022-09-21,US & Canada,Lifestyle,Growth,61452.833333333336,85498.66666666667,9,2,10.5,39.128925436039026
CR0108,2023-08-19,US & Canada,Education,Growth,51439.0,53422.333333333336,12,2,10.05,3.8556996312784766
CR0109,2023-09-14,US & Canada,Entertainment,Emerging,28199.333333333332,23881.166666666668,11,4,10.875,-15.313009763824196
CR0110,2022-12-07,Other LATAM,Entertainment,Growth,97893.33333333333,92187.5,11,1,11.9,-5.8286229910106195
CR0111,2023-03-15,US & Canada,Gaming,Growth,61219.166666666664,61335.5,12,2,11.85,0.1900276329580917
CR0112,2022-05-06,Brazil,Gaming,Established,401920.6666666667,372330.6666666667,12,1,7.1,-7.3621494125706395
CR0113,2024-06-12,Other LATAM,Entertainment,Emerging,22898.333333333332,37057.166666666664,11,3,20.166666666666668,61.833466773418735
CR0114,2023-08-24,Brazil,Education,Established,270263.8333333333,332964.6666666667,12,2,16.4,23.19986087668656
CR0115,2023-12-24,US & Canada,Gaming,Emerging,12399.666666666666,14334.666666666666,9,2,2.95,15.605258205865749
CR0116,2023-11-04,US & Canada,Lifestyle,Emerging,6711.833333333333,15364.666666666666,6,0,,128.9190732785379
CR0117,2023-12-09,US & Canada,Gaming,Growth,53276.0,63141.5,12,2,7.6499999999999995,18.517719047976573
CR0118,2023-08-28,US & Canada,Gaming,Emerging,33118.166666666664,25828.5,11,1,6.0,-22.011081531284436
CR0119,2023-03-28,Mexico,Education,Growth,59789.166666666664,50063.166666666664,11,0,,-16.26716099627859
CR0120,2022-12-25,US & Canada,Lifestyle,Emerging,9507.0,11919.833333333334,11,4,6.175,25.379544896742757
CR0121,2023-10-01,Mexico,Entertainment,Emerging,8076.166666666667,6607.0,8,5,11.72,-18.191386177435668
CR0122,2022-05-13,US & Canada,Gaming,Growth,102611.16666666667,154595.5,11,2,13.75,50.66147771441379
CR0123,2022-06-27,US & Canada,Entertainment,Growth,51000.333333333336,45047.333333333336,10,2,11.2,-11.672472728936413
CR0124,2024-12-30,US & Canada,Lifestyle,Emerging,7619.666666666667,10571.0,8,3,14.2,38.73310293538649
CR0125,2022-04-25,US & Canada,Lifestyle,Emerging,5983.833333333333,6957.0,12,3,12.0,16.263264908224944
CR0126,2024-12-04,US & Canada,Entertainment,Emerging,13929.666666666666,29338.5,10,10,14.59,110.61882313527485
CR0127,2022-12-26,Mexico,Gaming,Emerging,59916.666666666664,39097.666666666664,10,7,5.1000000000000005,-34.74659248956885
CR0128,2022-09-20,Other LATAM,Music,Growth,118349.5,135722.16666666666,12,3,11.7,14.6791213031459
CR0129,2022-12-10,US & Canada,Lifestyle,Emerging,11107.833333333334,10250.333333333334,9,5,10.6,-7.719777334313623
CR0130,2022-11-03,Brazil,Entertainment,Growth,230972.0,320408.0,12,5,11.6,38.72157664132449
CR0131,2024-12-18,Other LATAM,Entertainment,Emerging,7598.5,8231.666666666666,9,2,37.95,8.332784979491558
CR0132,2022-01-27,US & Canada,Education,Emerging,11484.833333333334,16397.5,11,7,16.45,42.775254320915984
CR0133,2022-10-24,US & Canada,Music,Growth,125009.16666666667,158612.66666666666,12,4,11.475,26.880828739225777
CR0134,2023-08-29,US & Canada,Gaming,Established,183319.0,206342.5,12,2,2.1,12.559254632634914
CR0135,2022-08-10,Brazil,Music,Emerging,11296.5,11364.666666666666,10,1,6.3,0.6034317413948219
CR0136,2023-07-25,US & Canada,Education,Growth,233431.0,329816.0,12,3,7.35,41.29057408827448
CR0137,2022-12-15,US & Canada,Entertainment,Growth,116898.33333333333,99260.16666666667,11,2,27.1,-15.088467186586627
CR0138,2023-03-30,US & Canada,Gaming,Emerging,35025.666666666664,43155.333333333336,10,3,7.633333333333333,23.21059794246126
CR0139,2022-05-08,US & Canada,Music,Emerging,12071.5,20342.0,9,4,7.8,68.5126123514062
CR0140,2024-05-03,US & Canada,Lifestyle,Established,299069.1666666667,264459.1666666667,12,1,4.9,-11.572573791458497
CR0141,2022-04-05,US & Canada,Education,Established,230644.16666666666,276622.5,11,1,4.8,19.934747970358384
CR0142,2023-01-25,Other LATAM,Entertainment,Growth,78777.66666666667,87396.66666666667,12,4,12.525,10.940918111309042
CR0143,2024-06-27,US & Canada,Education,Emerging,32017.333333333332,37178.166666666664,12,3,11.233333333333333,16.118873110398532
CR0144,2023-01-24,US & Canada,Gaming,Emerging,8292.166666666666,9056.833333333334,8,2,18.3,9.221554479126901
CR0145,2024-01-27,Brazil,Entertainment,Established,478515.3333333333,472155.5,12,2,11.1,-1.3290761842532348
CR0146,2022-05-27,Other LATAM,Music,Emerging,16645.666666666668,18861.333333333332,9,7,17.47142857142857,13.310771572180933
CR0147,2024-01-25,Other LATAM,Gaming,Emerging,12579.5,16488.666666666668,11,5,17.14,31.075691932641742
CR0148,2022-07-04,Brazil,Lifestyle,Established,202048.66666666666,245949.0,12,0,,21.72760358065549
CR0149,2023-07-09,Brazil,Education,Emerging,11419.666666666666,17844.0,10,5,14.9,56.256750051081475
CR0150,2023-12-26,US & Canada,Gaming,Emerging,32215.0,33237.5,11,2,11.05,3.1739872730094674
CR0151,2023-12-01,Mexico,Entertainment,Growth,65292.5,82359.33333333333,9,3,14.133333333333333,26.13904098224655
CR0152,2022-03-01,US & Canada,Education,Established,136175.16666666666,114967.33333333333,12,1,4.1,-15.573936021129645
CR0153,2023-09-27,US & Canada,Education,Emerging,22051.833333333332,28628.666666666668,12,4,20.474999999999998,29.824428807884466
CR0154,2023-12-16,US & Canada,Lifestyle,Emerging,10556.5,39185.0,7,5,7.35,271.19310377492536
CR0155,2023-12-26,US & Canada,Music,Established,335376.6666666667,411992.8333333333,12,2,22.2,22.844811306689977
CR0156,2024-03-18,US & Canada,Gaming,Growth,145861.83333333334,133164.16666666666,12,2,15.200000000000001,-8.705270170058208
CR0157,2022-01-05,US & Canada,Gaming,Emerging,13334.166666666666,13997.833333333334,10,5,30.179999999999996,4.977188925692153
CR0158,2022-03-08,Other LATAM,Lifestyle,Established,314336.0,291591.3333333333,12,3,9.233333333333333,-7.235781668872381
CR0159,2024-12-25,US & Canada,Entertainment,Emerging,13455.5,22990.0,10,3,13.799999999999999,70.85949983278213
CR0160,2022-01-20,Mexico,Education,Emerging,12240.166666666666,18209.333333333332,9,3,11.166666666666666,48.76703748587301
CR0161,2023-07-02,US & Canada,Lifestyle,Emerging,44674.0,47654.166666666664,12,2,8.45,6.670919699750781
CR0162,2024-08-06,US & Canada,Entertainment,Growth,88760.83333333333,64440.5,11,3,18.400000000000002,-27.39984790588942
CR0163,2022-05-12,Other LATAM,Lifestyle,Established,421835.8333333333,723407.6666666666,12,2,33.5,71.49033095418241
CR0164,2022-01-25,US & Canada,Lifestyle,Emerging,9999.666666666666,6460.0,6,3,24.566666666666666,-35.39784659488649
CR0165,2022-11-20,Mexico,Lifestyle,Emerging,21288.0,20252.333333333332,8,3,13.533333333333333,-4.86502567956909
CR0166,2024-08-04,US & Canada,Gaming,Emerging,12079.5,13308.166666666666,12,1,6.3,10.171502683609967
CR0167,2022-12-13,Brazil,Entertainment,Emerging,11485.333333333334,11756.5,8,1,4.3,2.360982122126765
CR0168,2024-12-12,Mexico,Music,Emerging,8154.5,8073.166666666667,10,2,13.15,-0.9974042961963705
CR0169,2024-01-27,Brazil,Education,Established,790911.8333333334,830070.8333333334,12,3,20.333333333333332,4.951120763355207
CR0170,2023-12-06,US & Canada,Lifestyle,Emerging,26005.0,23305.166666666668,10,4,11.65,-10.381977824777282
CR0171,2023-08-15,US & Canada,Lifestyle,Growth,63911.666666666664,79511.16666666667,12,0,,24.407906746290465
CR0172,2023-08-07,Brazil,Entertainment,Established,297612.1666666667,218870.66666666666,10,2,6.35,-26.457755703311868
CR0173,2023-05-29,US & Canada,Lifestyle,Emerging,26981.0,8345.0,8,2,13.05,-69.0708276194359
CR0174,2024-05-11,US & Canada,Education,Emerging,9683.166666666666,11416.5,9,4,15.075,17.900480214805768
CR0175,2023-05-06,Brazil,Gaming,Growth,19800.833333333332,25931.833333333332,11,2,6.8,30.963343293632423
CR0176,2022-04-27,US & Canada,Lifestyle,Emerging,23197.333333333332,28439.5,12,3,15.666666666666666,22.59814346476607
CR0177,2023-03-06,Mexico,Music,Emerging,11211.333333333334,14485.166666666666,9,3,19.666666666666668,29.20110602366652
CR0178,2024-04-17,Other LATAM,Music,Established,298469.0,288277.1666666667,12,2,6.8500000000000005,-3.414704151296555
CR0179,2023-10-31,US & Canada,Entertainment,Growth,136516.5,183288.66666666666,12,1,7.9,34.26118210375058
CR0180,2022-09-21,US & Canada,Music,Growth,29411.333333333332,24640.333333333332,11,0,,-16.221637917356123
CR0181,2022-08-13,US & Canada,Education,Emerging,39634.166666666664,29933.5,11,1,5.3,-24.475515653581713
CR0182,2023-02-20,Other LATAM,Entertainment,Growth,66920.66666666667,70243.16666666667,10,0,,4.9648339825265735
CR0183,2023-01-06,US & Canada,Lifestyle,Emerging,11507.0,8507.5,9,6,13.166666666666666,-26.066741983140695
CR0184,2023-09-18,US & Canada,Music,Established,486689.8333333333,575196.8333333334,12,1,,18.18550418319129
CR0185,2022-11-08,US & Canada,Gaming,Growth,88086.66666666667,126883.16666666667,11,1,7.1,44.04355558919246
CR0186,2022-11-10,US & Canada,Gaming,Emerging,17701.0,31470.5,10,3,18.133333333333333,77.78939042991921
CR0187,2022-07-23,US & Canada,Music,Established,189602.0,180235.16666666666,12,1,32.2,-4.940260827065824
CR0188,2022-11-16,US & Canada,Lifestyle,Established,203921.33333333334,189179.66666666666,11,1,3.2,-7.229094879724871
CR0189,2022-08-04,US & Canada,Entertainment,Established,556927.5,762557.3333333334,11,0,,36.922190650189364
CR0190,2023-07-13,US & Canada,Education,Growth,58271.166666666664,87853.5,11,5,13.219999999999999,50.76667419850298
CR0191,2024-05-16,US & Canada,Lifestyle,Growth,73123.5,128539.83333333333,10,2,6.35,75.78457449839426
CR0192,2023-04-22,US & Canada,Entertainment,Growth,46105.0,53726.166666666664,12,1,40.9,16.530022051115203
CR0193,2024-07-28,Brazil,Gaming,Growth,136959.0,136384.16666666666,12,0,,-0.4197119819313393
CR0194,2024-09-04,Brazil,Entertainment,Emerging,17884.333333333332,16641.0,11,5,15.24,-6.952080964717716
CR0195,2023-09-22,US & Canada,Music,Growth,205663.5,245338.0,12,1,19.9,19.29097773790682
CR0196,2022-09-28,Brazil,Gaming,Growth,68741.33333333333,81062.83333333333,12,2,21.0,17.924441384126
CR0197,2024-01-16,US & Canada,Gaming,Established,362994.1666666667,397760.1666666667,12,0,,9.5775643777563
CR0198,2023-07-03,Other LATAM,Music,Emerging,26336.833333333332,34046.333333333336,11,3,6.566666666666666,29.27269160428046
CR0199,2022-02-26,Brazil,Entertainment,Established,229847.16666666666,308654.5,12,1,28.3,34.286841328621996
CR0200,2024-11-27,US & Canada,Education,Growth,87561.83333333333,121767.33333333333,11,6,11.75,39.06439449455718
CR0201,2023-09-07,US & Canada,Entertainment,Emerging,9580.333333333334,10268.333333333334,12,2,8.8,7.181378518492745
CR0202,2024-12-29,Mexico,Education,Emerging,44201.666666666664,32977.666666666664,10,4,15.275,-25.39270766562347
CR0203,2022-09-10,Mexico,Gaming,Emerging,17218.666666666668,13906.166666666666,10,3,7.133333333333333,-19.237842651386103
CR0204,2024-10-13,Brazil,Lifestyle,Emerging,11289.333333333334,15307.333333333334,11,1,11.4,35.59111845990316
CR0205,2023-03-02,US & Canada,Music,Emerging,28340.0,34535.833333333336,8,2,16.55,21.862502940484603
CR0206,2023-10-03,Mexico,Gaming,Emerging,46900.5,44815.333333333336,12,2,13.15,-4.44593696584613
CR0207,2022-06-27,Brazil,Lifestyle,Emerging,20285.0,19038.5,11,1,13.2,-6.144934680798619
CR0208,2023-01-22,US & Canada,Lifestyle,Growth,116729.5,78477.5,11,2,9.45,-32.76977970435922
CR0209,2024-03-26,Other LATAM,Entertainment,Growth,79020.33333333333,104940.33333333333,11,4,14.025,32.8016839547627
CR0210,2024-07-24,Other LATAM,Entertainment,Growth,50041.666666666664,54605.0,10,3,12.666666666666666,9.11906744379684
CR0211,2022-05-31,US & Canada,Gaming,Established,134097.33333333334,151069.0,11,2,4.75,12.656229803227498
CR0212,2024-08-25,US & Canada,Education,Emerging,17775.0,22852.666666666668,10,4,18.0,28.566338490389132
CR0213,2024-07-11,Other LATAM,Gaming,Growth,72256.83333333333,145308.16666666666,10,7,9.242857142857144,101.09954998489185
CR0214,2024-04-05,US & Canada,Gaming,Emerging,14398.0,19842.166666666668,10,3,11.9,37.8119646247164
CR0215,2024-01-07,US & Canada,Entertainment,Emerging,14780.666666666666,16098.333333333334,10,4,6.300000000000001,8.914798610797897
CR0216,2023-04-12,US & Canada,Entertainment,Emerging,12915.333333333334,7129.0,10,4,13.925,-44.802044081969754
CR0217,2023-08-02,Mexico,Entertainment,Established,625783.6666666666,668726.1666666666,12,1,18.6,6.862195721524639
CR0218,2022-06-10,Brazil,Entertainment,Emerging,13614.0,10966.0,11,6,22.516666666666666,-19.450565594241223
CR0219,2023-11-22,Other LATAM,Entertainment,Emerging,25046.333333333332,13590.333333333334,10,3,7.233333333333334,-45.739229960473246
CR0220,2023-10-05,US & Canada,Education,Emerging,22681.333333333332,24163.333333333332,12,4,15.675,6.53400740697196
CR0221,2024-03-04,US & Canada,Entertainment,Emerging,15754.666666666666,14825.0,11,5,8.959999999999999,-5.900897088693294
CR0222,2024-06-29,Other LATAM,Music,Emerging,8395.666666666666,11119.166666666666,11,3,10.95,32.43935363481161
CR0223,2024-05-07,US & Canada,Music,Established,179978.5,177978.33333333334,10,2,34.900000000000006,-1.1113364466681614
CR0224,2023-09-27,US & Canada,Gaming,Emerging,17542.666666666668,22722.166666666668,10,0,,29.525157710724326
CR0225,2023-11-19,Other LATAM,Education,Emerging,37355.5,25238.833333333332,9,6,12.649999999999999,-32.43609820954523
CR0226,2024-12-28,US & Canada,Entertainment,Growth,57072.333333333336,100147.33333333333,11,2,3.5,75.47439798618126
CR0227,2024-02-24,Brazil,Gaming,Emerging,7473.833333333333,3691.5,5,2,15.7,-50.60767566844323
CR0228,2024-03-10,US & Canada,Gaming,Emerging,16616.833333333332,21052.5,10,4,9.15,26.693814505371066
CR0229,2022-08-02,Brazil,Gaming,Emerging,10926.333333333334,12182.833333333334,9,1,9.1,11.499740687635375
CR0230,2022-10-01,Mexico,Gaming,Growth,57649.166666666664,67436.16666666667,11,4,7.266666666666667,16.97682822821956
CR0231,2024-06-09,US & Canada,Music,Emerging,6914.333333333333,5569.166666666667,9,5,10.275,-19.454755821240894
CR0232,2022-12-25,US & Canada,Gaming,Emerging,13730.333333333334,15156.666666666666,9,1,2.6,10.388191595251381
CR0233,2024-03-01,US & Canada,Lifestyle,Emerging,10454.333333333334,10145.0,12,5,14.0,-2.95890061537481
CR0234,2024-01-23,Brazil,Education,Growth,120662.16666666667,190989.66666666666,10,2,11.100000000000001,58.28463216169663
CR0235,2022-12-29,Other LATAM,Entertainment,Emerging,14623.166666666666,22965.666666666668,10,3,11.033333333333333,57.04988659547067
CR0236,2024-06-23,Brazil,Entertainment,Emerging,10762.833333333334,13479.666666666666,12,0,,25.2427334809607
CR0237,2024-07-29,US & Canada,Entertainment,Emerging,14868.833333333334,22825.833333333332,9,4,11.825,53.51462230840796
